epoch,accuracy,val_accuracy,loss,val_loss
1,0.7516441941261292,0.1502770036458969,0.6869990229606628,9.279614448547363
2,0.8496019244194031,0.27770084142684937,0.41523098945617676,111.58092498779297
3,0.8849082589149475,0.23268698155879974,0.30662405490875244,1214.7138671875
4,0.906022846698761,0.23268698155879974,0.25916892290115356,2999.732666015625
5,0.9245413541793823,0.23268698155879974,0.2080700546503067,5503.68408203125
6,0.9383869767189026,0.23268698155879974,0.1752740442752838,4690.720703125
7,0.9484250545501709,0.23268698155879974,0.1510019749403,5465.9267578125
8,0.9586362242698669,0.23268698155879974,0.12660910189151764,1849.1502685546875
9,0.961405336856842,0.23268698155879974,0.11609478294849396,3567.95849609375
10,0.9634822010993958,0.23268698155879974,0.11276258528232574,4574.11767578125
11,0.9655590057373047,0.23268698155879974,0.10540036112070084,3753.94873046875
12,0.9697126746177673,0.23268698155879974,0.0942334458231926,3380.722900390625
13,0.9714434146881104,0.23268698155879974,0.08314096182584763,6275.935546875
14,0.9762893915176392,0.23268698155879974,0.0717514380812645,2442.714599609375
15,0.9733471870422363,0.23268698155879974,0.08071456849575043,3416.07861328125
16,0.9787123799324036,0.23268698155879974,0.07309815287590027,3656.95751953125
17,0.9771547317504883,0.23268698155879974,0.07524916529655457,4760.67138671875
18,0.9790585041046143,0.23268698155879974,0.06330344825983047,2295.76513671875
19,0.9790585041046143,0.23268698155879974,0.06550607830286026,5322.1533203125
20,0.9783661961555481,0.23268698155879974,0.06409229338169098,2194.40283203125
21,0.9795777201652527,0.23268698155879974,0.05746037885546684,1612.3697509765625
22,0.9806161522865295,0.23268698155879974,0.060518983751535416,4674.85400390625
23,0.9833852648735046,0.27770084142684937,0.05250076577067375,1632.55615234375
24,0.987712025642395,0.27770084142684937,0.04003383219242096,1444.8175048828125
25,0.9828660488128662,0.27770084142684937,0.05212881788611412,3077.065185546875
26,0.9816545248031616,0.23268698155879974,0.05729270353913307,987.83740234375
27,0.9845967292785645,0.27770084142684937,0.05151180922985077,1980.85009765625
28,0.9870197176933289,0.2957063615322113,0.045257747173309326,1160.206298828125
29,0.9804430603981018,0.24376730620861053,0.06315220147371292,657.8983764648438
30,0.9890965819358826,0.4058171808719635,0.03781181946396828,797.4231567382812
31,0.9844236969947815,0.23268698155879974,0.05010179430246353,1343.955810546875
32,0.9851159453392029,0.27770084142684937,0.04631909728050232,1621.481689453125
33,0.9868466854095459,0.27770084142684937,0.04147016257047653,1539.1033935546875
34,0.987885057926178,0.3150969445705414,0.03842846676707268,557.3466796875
35,0.9903080463409424,0.23268698155879974,0.029467027634382248,2310.66357421875
36,0.9863274693489075,0.23268698155879974,0.044710543006658554,1721.2637939453125
37,0.9847698211669922,0.2583102583885193,0.04918225109577179,1349.9884033203125
38,0.9906542301177979,0.3067867159843445,0.03000747598707676,957.5072631835938
39,0.9923849105834961,0.29916897416114807,0.02561911940574646,1543.9759521484375
40,0.9865005016326904,0.23268698155879974,0.03470372408628464,2082.9208984375
41,0.9892696142196655,0.27770084142684937,0.03406791016459465,1992.923095703125
42,0.9937694668769836,0.23753462731838226,0.020795246586203575,1350.656982421875
43,0.9865005016326904,0.25692519545555115,0.050108153373003006,1347.6395263671875
44,0.9901350140571594,0.23268698155879974,0.028937410563230515,2191.127197265625
45,0.9941155910491943,0.23268698155879974,0.02078220620751381,1551.0986328125
46,0.9904811382293701,0.23268698155879974,0.028728974983096123,2349.158447265625
47,0.9903080463409424,0.23268698155879974,0.033932607620954514,1677.892822265625
