epoch,accuracy,val_accuracy,loss,val_loss
1,0.7641927003860474,0.15000000596046448,0.6556282639503479,2.786958932876587
2,0.875781238079071,0.24583333730697632,0.3367018401622772,145.1642608642578
3,0.9261718988418579,0.24583333730697632,0.21222706139087677,542.9489135742188
4,0.9468749761581421,0.3499999940395355,0.15502126514911652,436.6821594238281
5,0.95703125,0.30000001192092896,0.12713894248008728,1734.4005126953125
6,0.9653645753860474,0.22083333134651184,0.10625138133764267,2078.35595703125
7,0.9670572876930237,0.22083333134651184,0.10060538351535797,4190.84716796875
8,0.9708333611488342,0.22083333134651184,0.08701884001493454,2175.69384765625
9,0.9759114384651184,0.22083333134651184,0.07224109768867493,1431.79736328125
10,0.9756510257720947,0.22499999403953552,0.0758061408996582,1257.38818359375
11,0.9799479246139526,0.3291666805744171,0.06562892347574234,679.346923828125
12,0.9819010496139526,0.22083333134651184,0.05864816904067993,1250.117431640625
13,0.9837239384651184,0.22083333134651184,0.05603867396712303,949.5216064453125
14,0.9856770634651184,0.22083333134651184,0.04392676800489426,2813.852783203125
15,0.9815104007720947,0.22083333134651184,0.05770495906472206,992.2079467773438
16,0.983593761920929,0.22083333134651184,0.04698636755347252,2555.2177734375
17,0.983203113079071,0.3166666626930237,0.05349167808890343,721.4380493164062
18,0.9864583611488342,0.22499999403953552,0.046624429523944855,1216.3863525390625
19,0.9897135496139526,0.22083333134651184,0.033429499715566635,2209.611572265625
20,0.9885416626930237,0.22083333134651184,0.037510477006435394,1644.256591796875
21,0.9889323115348816,0.2874999940395355,0.032061509788036346,599.4248657226562
22,0.9888020753860474,0.22083333134651184,0.03519482910633087,2405.77587890625
23,0.9846354126930237,0.4833333194255829,0.048758625984191895,374.9194030761719
24,0.9895833134651184,0.23333333432674408,0.031843990087509155,946.0235595703125
25,0.9877604246139526,0.24166665971279144,0.0385715514421463,1195.2344970703125
26,0.9901041388511658,0.22083333134651184,0.032194558531045914,806.0076904296875
27,0.9880208373069763,0.24583333730697632,0.03730996325612068,688.756103515625
28,0.9912760257720947,0.22083333134651184,0.03252696618437767,1622.8123779296875
29,0.9947916865348816,0.22083333134651184,0.01784966140985489,1913.7918701171875
30,0.9924479126930237,0.22083333134651184,0.026797903701663017,279.2188720703125
31,0.9907552003860474,0.22083333134651184,0.033388420939445496,1134.2767333984375
32,0.9908854365348816,0.3375000059604645,0.029145648702979088,95.03201293945312
33,0.9891927242279053,0.42500001192092896,0.03102271445095539,464.6019592285156
34,0.9932291507720947,0.22083333134651184,0.021412037312984467,986.3841552734375
35,0.9923177361488342,0.22083333134651184,0.02759469673037529,760.4578857421875
