epoch,accuracy,val_accuracy,loss,val_loss
1,0.9600207805633545,0.6862881183624268,0.12469251453876495,5.5921630859375
2,0.9903080463409424,0.6004155278205872,0.03267036750912666,11.467899322509766
3,0.9887504577636719,0.27839335799217224,0.03985601291060448,39.61802291870117
4,0.9903080463409424,0.613573431968689,0.03554821014404297,15.978392601013184
5,0.9967116713523865,0.7292243838310242,0.010967015288770199,8.702544212341309
6,0.9925580024719238,0.6724376678466797,0.028323877602815628,5.159070014953613
7,0.9949809908866882,0.41828253865242004,0.016400327906012535,26.264299392700195
8,0.9916926026344299,0.25415512919425964,0.03429371491074562,39.82140350341797
9,0.9944617748260498,0.6682825684547424,0.025442583486437798,2.596994638442993
10,0.9951540231704712,0.7818559408187866,0.014442120678722858,3.156558036804199
11,0.9939425587654114,0.8434903025627136,0.019616911187767982,1.9424303770065308
12,0.9856351613998413,0.4141274094581604,0.05319216102361679,21.64409065246582
13,0.9967116713523865,0.5090027451515198,0.014230550266802311,9.952043533325195
14,0.9993076920509338,0.8968144059181213,0.0026931557804346085,2.677794933319092
15,1.0,0.9771468043327332,0.00016244701691903174,0.3986703157424927
16,1.0,0.992382287979126,5.330155181582086e-05,0.06119724363088608
17,1.0,0.9965373873710632,3.398041008040309e-05,0.031638652086257935
18,1.0,0.997922420501709,2.4048209525062703e-05,0.022105254232883453
19,1.0,0.9986149668693542,1.8093785911332816e-05,0.01601785235106945
20,1.0,0.9986149668693542,1.4085178008826915e-05,0.012036919593811035
21,1.0,0.9986149668693542,1.1247308066231199e-05,0.008556878194212914
22,1.0,0.9986149668693542,9.190148375637364e-06,0.005494426004588604
23,1.0,0.9986149668693542,7.6190831350686494e-06,0.0030522411689162254
24,1.0,0.9986149668693542,6.392182967829285e-06,0.0019196888897567987
25,1.0,0.9993074536323547,5.4179563448997214e-06,0.0012916773557662964
26,1.0,0.9993074536323547,4.631503088603495e-06,0.0008818007190711796
